Indicateurs: Clé;Indicateurs: Description;Indicateurs: Unité;Indicateurs: Source;Indicateurs: Date de mise à jour;Indicateurs: Commentaire;Indicateurs: Méthodologie;Indicateurs: Nom complet;Date;Fréquence;Milieu: Clé;Milieu: Code;Milieu: Nom;Sexe: Clé;Sexe: Code;Sexe: Nom;Régions: Clé;Régions: ISO;Régions: Nom;Faits: Valeur
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;52;TN-82;Gouvernorat de Medenine;5367
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;43;TN-43;Gouvernorat de Sidi Bouzid;9425
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;43;TN-43;Gouvernorat de Sidi Bouzid;-95
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;43;TN-43;Gouvernorat de Sidi Bouzid;1106
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;43;TN-43;Gouvernorat de Sidi Bouzid;24
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;51;TN-81;Gouvernorat de Gabès;116
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;51;TN-81;Gouvernorat de Gabès;277
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;41;TN-41;Gouvernorat de Kairouan;7957
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;41;TN-41;Gouvernorat de Kairouan;7634
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;42;TN-42;Gouvernorat de Kasserine;20246
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;42;TN-42;Gouvernorat de Kasserine;6634
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;42;TN-42;Gouvernorat de Kasserine;97
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;42;TN-42;Gouvernorat de Kasserine;1007
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;23;TN-33;Gouvernorat du Kef;885
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;23;TN-33;Gouvernorat du Kef;2535
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;23;TN-33;Gouvernorat du Kef;366
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;23;TN-33;Gouvernorat du Kef;78
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;41;TN-41;Gouvernorat de Kairouan;93
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;41;TN-41;Gouvernorat de Kairouan;1106
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;21;TN-31;Gouvernorat de Bèja;5652
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;21;TN-31;Gouvernorat de Bèja;3573
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;22;TN-32;Gouvernorat de Jendouba;-2057
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;22;TN-32;Gouvernorat de Jendouba;549
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;22;TN-32;Gouvernorat de Jendouba;48
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;22;TN-32;Gouvernorat de Jendouba;2379
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;17;TN-23;Gouvernorat de Bizerte;169
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;17;TN-23;Gouvernorat de Bizerte;3391
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;17;TN-23;Gouvernorat de Bizerte;1140
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;17;TN-23;Gouvernorat de Bizerte;1271
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;21;TN-31;Gouvernorat de Bèja;971
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;21;TN-31;Gouvernorat de Bèja;465
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;15;TN-21;Gouvernorat de Nabeul;78
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;15;TN-21;Gouvernorat de Nabeul;4405
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;16;TN-22;Gouvernorat de Zaghouan;4865
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;16;TN-22;Gouvernorat de Zaghouan;-436
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;16;TN-22;Gouvernorat de Zaghouan;2985
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;16;TN-22;Gouvernorat de Zaghouan;132
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;14;TN-14;Gouvernorat de Manouba;549
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;14;TN-14;Gouvernorat de Manouba;1178
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;14;TN-14;Gouvernorat de Manouba;2379
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;14;TN-14;Gouvernorat de Manouba;-1905
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;15;TN-21;Gouvernorat de Nabeul;2535
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;15;TN-21;Gouvernorat de Nabeul;265
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;12;TN-12;Gouvernorat de L'Ariana;733
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;12;TN-12;Gouvernorat de L'Ariana;1252
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;13;TN-13;Gouvernorat de Ben Arous;465
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;13;TN-13;Gouvernorat de Ben Arous;32
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;13;TN-13;Gouvernorat de Ben Arous;3573
28010629;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;La migration entre 2009 et 2014 selon les raisons de sortie;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;13;TN-13;Gouvernorat de Ben Arous;1572
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;11;TN-11;Gouvernorat de Tunis;1218
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;11;TN-11;Gouvernorat de Tunis;60
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;11;TN-11;Gouvernorat de Tunis;7109
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;11;TN-11;Gouvernorat de Tunis;2669
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;12;TN-12;Gouvernorat de L'Ariana;816
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;12;TN-12;Gouvernorat de L'Ariana;678
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;51;TN-81;Gouvernorat de Gabès;451
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;52;TN-82;Gouvernorat de Medenine;956
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;52;TN-82;Gouvernorat de Medenine;347
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;52;TN-82;Gouvernorat de Medenine;2
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;43;TN-43;Gouvernorat de Sidi Bouzid;785
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;43;TN-43;Gouvernorat de Sidi Bouzid;47
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;43;TN-43;Gouvernorat de Sidi Bouzid;-1040
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;43;TN-43;Gouvernorat de Sidi Bouzid;315
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;51;TN-81;Gouvernorat de Gabès;10560
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;51;TN-81;Gouvernorat de Gabès;1
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;41;TN-41;Gouvernorat de Kairouan;5220
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;41;TN-41;Gouvernorat de Kairouan;262
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;42;TN-42;Gouvernorat de Kasserine;25
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;42;TN-42;Gouvernorat de Kasserine;15637
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;42;TN-42;Gouvernorat de Kasserine;806
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;42;TN-42;Gouvernorat de Kasserine;213
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;23;TN-33;Gouvernorat du Kef;541
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;23;TN-33;Gouvernorat du Kef;89
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;23;TN-33;Gouvernorat du Kef;-232
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;23;TN-33;Gouvernorat du Kef;472
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;41;TN-41;Gouvernorat de Kairouan;909
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;41;TN-41;Gouvernorat de Kairouan;-1040
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;21;TN-31;Gouvernorat de Bèja;211
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;21;TN-31;Gouvernorat de Bèja;66
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;22;TN-32;Gouvernorat de Jendouba;62
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;22;TN-32;Gouvernorat de Jendouba;2523
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;22;TN-32;Gouvernorat de Jendouba;361
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;22;TN-32;Gouvernorat de Jendouba;1944
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;17;TN-23;Gouvernorat de Bizerte;1556
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;17;TN-23;Gouvernorat de Bizerte;1218
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;17;TN-23;Gouvernorat de Bizerte;11580
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;17;TN-23;Gouvernorat de Bizerte;7109
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;21;TN-31;Gouvernorat de Bèja;819
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;21;TN-31;Gouvernorat de Bèja;2274
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;15;TN-21;Gouvernorat de Nabeul;472
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;15;TN-21;Gouvernorat de Nabeul;812
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;16;TN-22;Gouvernorat de Zaghouan;1787
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;16;TN-22;Gouvernorat de Zaghouan;155
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;16;TN-22;Gouvernorat de Zaghouan;-3742
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;16;TN-22;Gouvernorat de Zaghouan;1165
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;14;TN-14;Gouvernorat de Manouba;2523
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;14;TN-14;Gouvernorat de Manouba;-137
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;14;TN-14;Gouvernorat de Manouba;1944
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;14;TN-14;Gouvernorat de Manouba;56
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;15;TN-21;Gouvernorat de Nabeul;89
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010569;3;Féminin;15;TN-21;Gouvernorat de Nabeul;1696
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010559;2;Masculin;12;TN-12;Gouvernorat de L'Ariana;2493
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010539;3;Rural;28010569;3;Féminin;12;TN-12;Gouvernorat de L'Ariana;-1946
28010589;;Number;National Institute of Statistics;2016-08-23 08:03:13;;;Migration au niveau des délégations entre 2009 et 2014;2014-01-01 00:00:00;Annuel;28010529;2;Communal;28010559;2;Masculin;13;TN-13;Gouvernorat de Ben Arous;2274
